,visit_datetime,A,B,C,D,E,F,G,H,I
261,2016-09-18,3162,1841,378.0,730.0,705.0,262.0,463.0,382.0,121.0
262,2016-09-19,1887,889,205.0,350.0,206.0,113.0,129.0,118.0,19.0
263,2016-09-20,2024,799,243.0,306.0,221.0,107.0,95.0,223.0,47.0
264,2016-09-21,4343,2024,401.0,1104.0,572.0,492.0,395.0,477.0,138.0
265,2016-09-22,1987,1006,172.0,369.0,271.0,150.0,346.0,230.0,48.0
266,2016-09-23,4542,2252,444.0,907.0,577.0,303.0,496.0,608.0,86.0
267,2016-09-24,4650,2433,553.0,1365.0,734.0,476.0,537.0,975.0,165.0
268,2016-09-25,2104,1083,134.0,309.0,294.0,153.0,100.0,203.0,59.0
269,2016-09-26,2453,1032,311.0,338.0,222.0,208.0,146.0,195.0,46.0
270,2016-09-27,2567,1184,191.0,552.0,321.0,193.0,223.0,277.0,71.0
271,2016-09-28,3880,1334,295.0,577.0,255.0,224.0,223.0,249.0,29.0
272,2016-09-29,3343,1299,271.0,552.0,435.0,225.0,261.0,288.0,73.0
273,2016-09-30,9000,3136,607.0,1212.0,700.0,542.0,582.0,931.0,92.0
274,2016-10-01,3753,1964,533.0,966.0,588.0,452.0,456.0,665.0,180.0
275,2016-10-02,1857,938,96.0,469.0,261.0,71.0,200.0,202.0,25.0
276,2016-10-03,2066,659,119.0,261.0,165.0,124.0,111.0,110.0,18.0
277,2016-10-04,2049,650,174.0,237.0,116.0,132.0,124.0,125.0,12.0
278,2016-10-05,2427,1149,295.0,372.0,217.0,136.0,217.0,214.0,62.0
279,2016-10-06,2672,983,291.0,288.0,244.0,132.0,114.0,242.0,52.0
280,2016-10-07,6336,2848,476.0,854.0,577.0,419.0,361.0,692.0,125.0
281,2016-10-08,3976,2013,640.0,1028.0,878.0,242.0,595.0,696.0,211.0
282,2016-10-09,3159,1719,414.0,933.0,582.0,261.0,501.0,410.0,88.0
283,2016-10-10,1954,787,306.0,318.0,235.0,112.0,112.0,124.0,67.0
284,2016-10-11,2396,870,272.0,333.0,215.0,172.0,215.0,122.0,76.0
285,2016-10-12,2785,1089,161.0,358.0,284.0,117.0,143.0,214.0,32.0
286,2016-10-13,2663,1029,192.0,489.0,265.0,147.0,221.0,206.0,85.0
287,2016-10-14,6680,2526,584.0,983.0,758.0,474.0,459.0,783.0,182.0
288,2016-10-15,4298,2351,687.0,1122.0,763.0,369.0,597.0,563.0,224.0
289,2016-10-16,2229,1139,319.0,479.0,337.0,144.0,148.0,218.0,35.0
290,2016-10-17,1750,708,174.0,261.0,304.0,119.0,150.0,123.0,65.0
291,2016-10-18,2128,782,327.0,426.0,234.0,209.0,169.0,181.0,54.0
292,2016-10-19,3401,1333,216.0,436.0,278.0,154.0,133.0,268.0,22.0
293,2016-10-20,2782,1209,175.0,355.0,230.0,164.0,138.0,225.0,22.0
294,2016-10-21,6730,2987,551.0,1231.0,897.0,364.0,402.0,824.0,219.0
295,2016-10-22,6032,2708,604.0,1546.0,822.0,392.0,568.0,845.0,233.0
296,2016-10-23,2786,1159,219.0,458.0,208.0,130.0,157.0,191.0,51.0
297,2016-10-24,1983,720,250.0,283.0,166.0,140.0,116.0,107.0,45.0
298,2016-10-25,2647,937,200.0,300.0,243.0,148.0,136.0,200.0,22.0
299,2016-10-26,4015,1283,241.0,492.0,382.0,253.0,156.0,205.0,41.0
300,2016-10-27,4420,1501,290.0,726.0,451.0,293.0,208.0,341.0,127.0
301,2016-10-28,8961,4137,1067.0,1705.0,1054.0,580.0,685.0,1018.0,525.0
302,2016-10-29,6609,3708,1356.0,2012.0,1207.0,612.0,913.0,1252.0,452.0
303,2016-10-30,3448,1896,310.0,640.0,388.0,215.0,416.0,400.0,170.0
304,2016-10-31,2832,1112,271.0,560.0,295.0,136.0,246.0,226.0,58.0
305,2016-11-01,2065,734,262.0,405.0,380.0,261.0,120.0,171.0,25.0
306,2016-11-02,5358,2388,597.0,1185.0,688.0,299.0,518.0,496.0,282.0
307,2016-11-03,2667,1148,277.0,487.0,354.0,226.0,193.0,197.0,96.0
308,2016-11-04,5364,1854,600.0,1031.0,673.0,331.0,407.0,611.0,197.0
309,2016-11-05,5417,3167,874.0,1287.0,1073.0,637.0,766.0,993.0,345.0
310,2016-11-06,2754,1467,234.0,442.0,217.0,148.0,102.0,232.0,82.0
311,2016-11-07,1873,738,305.0,476.0,201.0,150.0,193.0,115.0,75.0
312,2016-11-08,2862,968,267.0,385.0,242.0,140.0,148.0,300.0,64.0
313,2016-11-09,3266,1419,326.0,578.0,406.0,200.0,117.0,231.0,60.0
314,2016-11-10,3248,3484,363.0,584.0,284.0,289.0,179.0,218.0,144.0
315,2016-11-11,6735,3468,835.0,1349.0,821.0,557.0,531.0,803.0,186.0
316,2016-11-12,5973,3192,938.0,1483.0,1204.0,669.0,841.0,1199.0,541.0
317,2016-11-13,2942,1632,366.0,694.0,462.0,205.0,171.0,346.0,87.0
318,2016-11-14,2213,1099,275.0,492.0,261.0,227.0,164.0,117.0,131.0
319,2016-11-15,2597,915,327.0,620.0,309.0,215.0,174.0,222.0,101.0
320,2016-11-16,3675,1445,368.0,718.0,370.0,301.0,181.0,354.0,117.0
321,2016-11-17,4081,1453,395.0,510.0,314.0,325.0,224.0,378.0,103.0
322,2016-11-18,8162,3321,1061.0,1353.0,1131.0,691.0,560.0,1022.0,481.0
323,2016-11-19,7265,3676,1262.0,2112.0,1624.0,659.0,865.0,1481.0,443.0
324,2016-11-20,3498,1664,472.0,766.0,342.0,226.0,241.0,385.0,70.0
325,2016-11-21,2921,1059,305.0,823.0,247.0,215.0,179.0,177.0,89.0
326,2016-11-22,7241,3116,1016.0,1798.0,880.0,512.0,548.0,818.0,321.0
327,2016-11-23,3531,1855,405.0,704.0,436.0,300.0,230.0,387.0,102.0
328,2016-11-24,3705,1850,460.0,772.0,340.0,318.0,176.0,238.0,124.0
329,2016-11-25,9482,4258,1091.0,2083.0,1194.0,672.0,984.0,1328.0,479.0
330,2016-11-26,8802,5442,1517.0,2591.0,1762.0,855.0,1474.0,2172.0,690.0
331,2016-11-27,4033,2162,408.0,558.0,428.0,203.0,216.0,390.0,123.0
332,2016-11-28,2862,1137,429.0,589.0,370.0,207.0,208.0,185.0,87.0
333,2016-11-29,3960,1594,374.0,790.0,433.0,268.0,292.0,466.0,152.0
334,2016-11-30,5338,1490,400.0,833.0,457.0,269.0,285.0,311.0,55.0
335,2016-12-01,3782,1625,331.0,816.0,345.0,213.0,272.0,287.0,63.0
336,2016-12-02,12756,5617,1541.0,2284.0,1633.0,954.0,876.0,1790.0,504.0
337,2016-12-03,11008,6738,2089.0,2900.0,2805.0,1108.0,1548.0,3598.0,773.0
338,2016-12-04,4258,2094,416.0,600.0,457.0,245.0,228.0,427.0,114.0
339,2016-12-05,3359,1388,341.0,753.0,332.0,344.0,189.0,238.0,104.0
340,2016-12-06,4168,1891,376.0,775.0,613.0,286.0,290.0,400.0,87.0
341,2016-12-07,6727,2486,624.0,1002.0,715.0,302.0,353.0,488.0,162.0
342,2016-12-08,5835,2766,608.0,934.0,651.0,327.0,310.0,501.0,181.0
343,2016-12-09,25379,12515,2547.0,4435.0,3591.0,1811.0,1655.0,3126.0,949.0
344,2016-12-10,17830,11146,2388.0,5127.0,3822.0,2271.0,1844.0,4884.0,1142.0
345,2016-12-11,5440,2926,430.0,1106.0,694.0,353.0,302.0,564.0,123.0
346,2016-12-12,4989,2067,455.0,942.0,467.0,350.0,393.0,408.0,164.0
347,2016-12-13,7887,2668,613.0,1025.0,786.0,467.0,293.0,616.0,235.0
348,2016-12-14,12254,4187,972.0,1397.0,1005.0,540.0,400.0,572.0,231.0
349,2016-12-15,11645,3507,875.0,1469.0,917.0,634.0,396.0,800.0,349.0
350,2016-12-16,42159,21183,4147.0,6840.0,4093.0,3362.0,2029.0,4987.0,1321.0
351,2016-12-17,25087,14215,4103.0,6941.0,4451.0,2708.0,2840.0,5828.0,1301.0
352,2016-12-18,7566,4144,801.0,1301.0,766.0,449.0,403.0,752.0,189.0
353,2016-12-19,9824,3284,631.0,1261.0,759.0,587.0,333.0,376.0,177.0
354,2016-12-20,13077,4637,1084.0,1448.0,832.0,658.0,477.0,836.0,216.0
355,2016-12-21,19463,6113,1141.0,2120.0,1172.0,901.0,803.0,1017.0,337.0
356,2016-12-22,38422,18081,4422.0,8044.0,4493.0,2993.0,2691.0,3533.0,1247.0
357,2016-12-23,11334,6027,1499.0,2577.0,1785.0,1214.0,910.0,1455.0,348.0
358,2016-12-24,8780,6058,1787.0,2871.0,1983.0,1449.0,860.0,1163.0,445.0
359,2016-12-25,6065,4122,984.0,1538.0,926.0,599.0,321.0,604.0,188.0
360,2016-12-26,12146,5174,1372.0,1979.0,843.0,617.0,443.0,762.0,283.0
361,2016-12-27,13624,5628,1692.0,2245.0,1263.0,890.0,639.0,1235.0,359.0
362,2016-12-28,14694,9500,2503.0,3737.0,2362.0,1499.0,1189.0,2499.0,758.0
363,2016-12-29,12632,11835,2583.0,4116.0,2406.0,1503.0,2140.0,3667.0,1029.0
364,2016-12-30,9986,9931,1950.0,3713.0,2553.0,1674.0,2433.0,3662.0,1191.0
365,2016-12-31,2624,2195,342.0,998.0,492.0,336.0,376.0,511.0,153.0
366,2017-01-01,1582,1804,400.0,406.0,428.0,210.0,274.0,347.0,183.0
367,2017-01-02,3306,3348,1070.0,1315.0,1346.0,677.0,1266.0,1403.0,896.0
368,2017-01-03,3069,2472,655.0,1107.0,894.0,336.0,665.0,952.0,358.0
369,2017-01-04,3094,1620,586.0,825.0,397.0,263.0,221.0,524.0,280.0
370,2017-01-05,3528,1845,518.0,629.0,390.0,246.0,235.0,311.0,196.0
371,2017-01-06,6337,3119,1020.0,1677.0,761.0,501.0,776.0,569.0,311.0
372,2017-01-07,5579,3570,1100.0,1600.0,1296.0,663.0,780.0,1091.0,566.0
373,2017-01-08,4326,3246,714.0,1721.0,906.0,494.0,559.0,961.0,489.0
374,2017-01-09,3686,2185,404.0,618.0,479.0,189.0,242.0,239.0,149.0
375,2017-01-10,2818,1374,396.0,537.0,434.0,170.0,215.0,259.0,119.0
376,2017-01-11,4158,1396,384.0,660.0,380.0,253.0,172.0,329.0,107.0
377,2017-01-12,4534,2097,420.0,691.0,355.0,235.0,225.0,301.0,172.0
378,2017-01-13,10568,4504,1204.0,2074.0,1069.0,630.0,618.0,1155.0,530.0
379,2017-01-14,8420,4731,1574.0,1891.0,1353.0,899.0,837.0,1424.0,565.0
380,2017-01-15,3742,1931,447.0,686.0,361.0,154.0,95.0,326.0,97.0
381,2017-01-16,3256,1055,328.0,598.0,327.0,307.0,206.0,264.0,109.0
382,2017-01-17,3687,1534,364.0,722.0,437.0,215.0,212.0,398.0,90.0
383,2017-01-18,4812,1757,431.0,978.0,2030.0,357.0,280.0,314.0,142.0
384,2017-01-19,5046,1610,567.0,729.0,453.0,231.0,252.0,261.0,136.0
385,2017-01-20,11269,5055,1471.0,2011.0,1360.0,674.0,958.0,1541.0,565.0
386,2017-01-21,9486,5471,1834.0,2400.0,1741.0,1037.0,1278.0,1660.0,597.0
387,2017-01-22,3626,1927,388.0,727.0,447.0,222.0,225.0,384.0,60.0
388,2017-01-23,3011,1433,467.0,789.0,349.0,198.0,301.0,139.0,99.0
389,2017-01-24,4070,1470,437.0,717.0,515.0,204.0,204.0,383.0,125.0
390,2017-01-25,5602,2125,638.0,1009.0,532.0,424.0,289.0,331.0,140.0
391,2017-01-26,5126,2289,585.0,1081.0,646.0,276.0,194.0,348.0,123.0
392,2017-01-27,14023,6284,1582.0,2781.0,1464.0,880.0,926.0,1325.0,513.0
393,2017-01-28,9910,5868,1685.0,2801.0,2094.0,1139.0,1125.0,2255.0,801.0
394,2017-01-29,4612,2422,395.0,820.0,465.0,166.0,216.0,339.0,103.0
395,2017-01-30,3595,1224,377.0,609.0,392.0,207.0,213.0,289.0,119.0
396,2017-01-31,4588,1496,548.0,769.0,422.0,301.0,250.0,383.0,94.0
397,2017-02-01,3957,1416,418.0,679.0,330.0,298.0,225.0,233.0,86.0
398,2017-02-02,3465,1322,431.0,633.0,321.0,265.0,183.0,274.0,65.0
399,2017-02-03,8594,3664,1158.0,1534.0,1048.0,569.0,1231.0,818.0,336.0
400,2017-02-04,7681,4736,1192.0,2016.0,1458.0,770.0,1539.0,1399.0,480.0
401,2017-02-05,3627,1686,314.0,689.0,391.0,171.0,1838.0,335.0,85.0
402,2017-02-06,2674,1299,298.0,557.0,258.0,168.0,179.0,148.0,69.0
403,2017-02-07,3553,1446,376.0,623.0,429.0,352.0,753.0,238.0,62.0
404,2017-02-08,4755,1758,494.0,745.0,532.0,357.0,192.0,256.0,154.0
405,2017-02-09,4434,1956,471.0,749.0,495.0,397.0,305.0,276.0,109.0
406,2017-02-10,10557,4823,1541.0,2152.0,1572.0,774.0,845.0,1033.0,550.0
407,2017-02-11,7721,4777,1303.0,2156.0,1465.0,902.0,1007.0,1470.0,436.0
408,2017-02-12,3957,2027,375.0,586.0,526.0,238.0,208.0,290.0,153.0
409,2017-02-13,2608,1158,422.0,633.0,315.0,306.0,253.0,227.0,86.0
410,2017-02-14,2847,1226,459.0,634.0,489.0,211.0,172.0,214.0,107.0
411,2017-02-15,4944,2221,472.0,914.0,587.0,403.0,296.0,395.0,180.0
412,2017-02-16,4964,2052,484.0,805.0,446.0,304.0,286.0,342.0,171.0
413,2017-02-17,10460,4752,1597.0,2153.0,1400.0,1048.0,728.0,1112.0,441.0
414,2017-02-18,9239,5127,1588.0,2920.0,1772.0,970.0,954.0,1548.0,651.0
415,2017-02-19,4476,2331,503.0,1023.0,454.0,320.0,317.0,462.0,132.0
416,2017-02-20,3570,1522,472.0,741.0,424.0,243.0,216.0,283.0,88.0
417,2017-02-21,4520,1714,470.0,823.0,463.0,286.0,249.0,323.0,111.0
418,2017-02-22,5551,2308,488.0,1054.0,581.0,445.0,288.0,489.0,56.0
419,2017-02-23,5510,2086,522.0,867.0,468.0,362.0,232.0,381.0,169.0
420,2017-02-24,12324,6171,1704.0,2379.0,1459.0,839.0,933.0,1507.0,620.0
421,2017-02-25,9320,5643,1815.0,2805.0,1947.0,1019.0,1069.0,1891.0,1147.0
422,2017-02-26,5185,2476,512.0,934.0,586.0,300.0,292.0,514.0,115.0
423,2017-02-27,4192,1675,506.0,905.0,441.0,264.0,209.0,364.0,154.0
424,2017-02-28,5145,1934,665.0,861.0,475.0,308.0,306.0,380.0,140.0
425,2017-03-01,3580,1790,552.0,865.0,485.0,347.0,194.0,383.0,202.0
426,2017-03-02,4283,1703,479.0,731.0,380.0,276.0,284.0,290.0,189.0
427,2017-03-03,9471,3559,1139.0,2097.0,1204.0,682.0,890.0,892.0,225.0
428,2017-03-04,8580,4561,1621.0,2344.0,1343.0,741.0,987.0,1362.0,610.0
429,2017-03-05,4274,2121,684.0,859.0,622.0,272.0,210.0,362.0,113.0
430,2017-03-06,3519,1270,504.0,788.0,291.0,233.0,237.0,257.0,72.0
431,2017-03-07,4023,1751,560.0,730.0,601.0,391.0,304.0,238.0,170.0
432,2017-03-08,5176,2380,664.0,1020.0,627.0,335.0,285.0,326.0,156.0
433,2017-03-09,5743,2052,838.0,969.0,575.0,405.0,348.0,403.0,235.0
434,2017-03-10,12441,5742,1984.0,2874.0,1678.0,933.0,1007.0,1347.0,622.0
435,2017-03-11,10036,5404,1564.0,3098.0,1729.0,1037.0,1327.0,1636.0,940.0
436,2017-03-12,5422,2684,618.0,1205.0,657.0,397.0,264.0,542.0,101.0
437,2017-03-13,4230,2120,781.0,987.0,452.0,467.0,298.0,331.0,172.0
438,2017-03-14,5071,2091,951.0,1110.0,606.0,376.0,284.0,513.0,246.0
439,2017-03-15,7455,3356,1011.0,1379.0,896.0,533.0,445.0,746.0,324.0
440,2017-03-16,7590,3224,990.0,1391.0,707.0,507.0,345.0,456.0,172.0
441,2017-03-17,15064,7743,2589.0,3094.0,1941.0,1382.0,1088.0,2058.0,961.0
442,2017-03-18,11944,6493,2441.0,2834.0,1700.0,1148.0,1120.0,1829.0,670.0
443,2017-03-19,8524,4804,1585.0,2340.0,1671.0,706.0,898.0,876.0,636.0
444,2017-03-20,5813,2813,696.0,1188.0,692.0,407.0,373.0,406.0,230.0
445,2017-03-21,6109,2839,793.0,1657.0,645.0,492.0,334.0,640.0,190.0
446,2017-03-22,9615,4322,971.0,1716.0,999.0,672.0,521.0,824.0,420.0
447,2017-03-23,8958,3552,1312.0,1502.0,874.0,553.0,728.0,788.0,346.0
448,2017-03-24,22079,11002,3159.0,4322.0,2786.0,2173.0,1857.0,2343.0,1180.0
449,2017-03-25,13538,7441,2305.0,3598.0,2242.0,1467.0,1372.0,1681.0,851.0
450,2017-03-26,7446,3539,768.0,1406.0,730.0,492.0,420.0,540.0,69.0
451,2017-03-27,7606,3276,1101.0,1547.0,657.0,556.0,579.0,485.0,344.0
452,2017-03-28,9176,3328,1064.0,1557.0,994.0,552.0,554.0,742.0,284.0
453,2017-03-29,12435,4861,1115.0,1962.0,968.0,681.0,846.0,1040.0,293.0
454,2017-03-30,11215,3713,923.0,1526.0,1047.0,540.0,490.0,608.0,175.0
455,2017-03-31,20963,7837,2146.0,3248.0,1605.0,1178.0,865.0,1543.0,426.0
456,2017-04-01,8253,4017,1535.0,2084.0,1522.0,681.0,936.0,1328.0,535.0
457,2017-04-02,3789,2145,492.0,745.0,495.0,231.0,214.0,336.0,94.0
458,2017-04-03,5774,2140,735.0,1059.0,452.0,404.0,301.0,284.0,141.0
459,2017-04-04,4561,1904,470.0,665.0,377.0,296.0,240.0,253.0,283.0
460,2017-04-05,5834,2140,549.0,1040.0,517.0,296.0,206.0,309.0,137.0
461,2017-04-06,5622,2432,616.0,927.0,372.0,319.0,255.0,364.0,161.0
462,2017-04-07,13783,5726,2137.0,2651.0,1397.0,977.0,1065.0,1463.0,574.0
463,2017-04-08,8474,4224,1591.0,2283.0,1617.0,575.0,850.0,1492.0,570.0
464,2017-04-09,4817,2139,487.0,752.0,352.0,167.0,232.0,367.0,66.0
465,2017-04-10,4197,1837,429.0,645.0,359.0,322.0,310.0,307.0,102.0
466,2017-04-11,4508,1845,470.0,729.0,449.0,264.0,196.0,439.0,125.0
467,2017-04-12,7027,2379,687.0,996.0,659.0,466.0,293.0,483.0,104.0
468,2017-04-13,6707,2429,596.0,859.0,630.0,408.0,254.0,395.0,150.0
469,2017-04-14,17067,7324,2158.0,3497.0,2518.0,1249.0,1027.0,2119.0,545.0
470,2017-04-15,9819,4970,2064.0,2694.0,1938.0,922.0,940.0,1975.0,619.0
471,2017-04-16,4709,2545,483.0,868.0,538.0,306.0,296.0,375.0,65.0
472,2017-04-17,4183,1875,562.0,866.0,372.0,260.0,234.0,333.0,63.0
473,2017-04-18,5540,2021,821.0,929.0,530.0,254.0,384.0,454.0,156.0
474,2017-04-19,7880,2907,959.0,1204.0,790.0,515.0,349.0,595.0,115.0
475,2017-04-20,6997,2960,762.0,1246.0,551.0,411.0,316.0,559.0,110.0
476,2017-04-21,18823,9046,2644.0,3446.0,1992.0,1401.0,1418.0,1932.0,776.0
477,2017-04-22,10929,5571,1879.0,3200.0,2061.0,1332.0,1137.0,1897.0,602.0
478,2017-04-23,4111,2623,394.0,827.0,576.0,183.0,287.0,375.0,36.0
479,2017-04-24,4540,1496,564.0,701.0,461.0,296.0,227.0,253.0,56.0
480,2017-04-25,4362,1553,487.0,924.0,291.0,298.0,250.0,313.0,116.0
481,2017-04-26,6076,2168,436.0,809.0,502.0,242.0,268.0,383.0,123.0
482,2017-04-27,4591,2062,508.0,765.0,290.0,278.0,242.0,174.0,96.0
483,2017-04-28,9704,4982,1351.0,2438.0,1166.0,607.0,1035.0,1150.0,449.0
484,2017-04-29,3783,2477,609.0,1225.0,733.0,323.0,522.0,827.0,184.0
485,2017-04-30,1372,927,146.0,307.0,297.0,89.0,84.0,150.0,43.0
486,2017-05-01,644,418,158.0,194.0,110.0,78.0,66.0,140.0,9.0
487,2017-05-02,1202,1056,229.0,466.0,245.0,96.0,194.0,392.0,51.0
488,2017-05-03,1175,996,167.0,652.0,232.0,94.0,290.0,195.0,45.0
489,2017-05-04,803,826,170.0,452.0,80.0,98.0,77.0,231.0,24.0
490,2017-05-05,649,612,130.0,287.0,125.0,38.0,139.0,94.0,24.0
491,2017-05-06,936,608,84.0,212.0,189.0,142.0,130.0,221.0,31.0
492,2017-05-07,448,169,34.0,31.0,23.0,10.0,78.0,25.0,4.0
493,2017-05-08,472,690,160.0,6.0,44.0,45.0,28.0,33.0,8.0
494,2017-05-09,555,326,12.0,79.0,35.0,30.0,22.0,87.0,13.0
495,2017-05-10,982,242,60.0,61.0,54.0,34.0,21.0,118.0,
496,2017-05-11,560,243,44.0,30.0,118.0,101.0,19.0,44.0,
497,2017-05-12,1727,894,138.0,299.0,159.0,144.0,174.0,384.0,49.0
498,2017-05-13,1218,837,106.0,505.0,135.0,120.0,198.0,354.0,59.0
499,2017-05-14,302,228,5.0,35.0,138.0,16.0,28.0,23.0,
500,2017-05-15,230,166,27.0,13.0,51.0,15.0,,28.0,
501,2017-05-16,432,101,140.0,,35.0,,8.0,49.0,18.0
502,2017-05-17,314,160,26.0,48.0,52.0,8.0,7.0,70.0,2.0
503,2017-05-18,357,80,10.0,41.0,6.0,7.0,20.0,30.0,19.0
504,2017-05-19,904,415,65.0,155.0,181.0,32.0,97.0,126.0,24.0
505,2017-05-20,542,661,37.0,284.0,141.0,41.0,38.0,196.0,10.0
506,2017-05-21,486,157,9.0,2.0,62.0,2.0,31.0,24.0,4.0
507,2017-05-22,45,66,10.0,3.0,,,9.0,6.0,
508,2017-05-23,78,12,,12.0,2.0,11.0,,3.0,
509,2017-05-24,194,53,21.0,7.0,61.0,,,,
510,2017-05-25,170,14,27.0,2.0,,,,,
511,2017-05-26,491,155,104.0,135.0,107.0,25.0,3.0,137.0,59.0
512,2017-05-27,568,530,187.0,49.0,54.0,91.0,52.0,75.0,10.0
513,2017-05-28,97,139,25.0,90.0,48.0,,,63.0,
514,2017-05-29,81,18,,,,,,,
515,2017-05-30,29,4,,4.0,,4.0,20.0,,
516,2017-05-31,124,98,20.0,60.0,32.0,,,,
